6511,1
19301,8
40880,9
32590,1
5442,9
36059,1
35506,4
37514,8
12144,7
1721,6
12836,3
10057,5
2202,2
25250,0
6632,6
29378,2
16393,5
15059,6
16125,9
13463,4
28082,6
11278,1
39786,1
16950,3
24820,2
20829,5
9594,9
11470,4
5931,5
37819,0
12208,0
39587,3
23277,7
1921,3
24815,2
14826,4
5248,1
3195,0
16786,0
12145,9
30720,0
2000,3
4903,8
16124,2
2548,7
25187,2
26622,5
4567,9
35310,9
30441,4
37891,2
33942,8
31397,0
17451,7
41932,1
25803,0
32812,9
3848,6
15687,0
7528,7
32468,3
33358,9
6246,1
33205,8
20434,9
36452,4
9466,3
34422,2
18726,4
17417,7
12446,6
17786,1
23881,4
26705,3
9057,8
10846,5
16103,3
23621,7
40896,3
797,0
298,2
39063,8
15768,1
3088,0
19076,1
6210,5
14962,3
13715,2
7359,8
33465,0
1080,9
36576,4
6222,8
27360,6
19185,3
38737,1
35111,6
18974,6
20998,9
33768,4
17720,0
22546,1
41210,6
41109,6
8941,3
24828,6
36733,5
11583,6
10081,2
3845,1
33036,8
15749,9
34810,1
30002,0
33627,3
9368,5
18133,5
1452,7
23972,3
22499,1
4361,3
6567,7
1754,0
40080,6
24046,3
17656,7
40288,4
18233,6
23417,1
16614,2
6293,8
18289,3
28834,8
20539,7
18054,0
27481,2
11731,6
15658,8
24991,7
21993,0
22430,8
11147,5
23177,8
16861,7
13676,8
26635,6
32656,0
39329,3
41767,3
21349,2
16158,1
10301,3
20513,9
1462,0
30732,5
2522,1
1264,3
25534,5
18885,6
8569,1
22575,8
39727,6
26455,5
12351,1
14903,9
19753,3
16996,1
15221,7
29472,4
9423,4
27298,4
5151,9
36266,8
28566,3
8393,6
25369,8
2918,3
1828,7
18775,4
33180,3
11374,6
22816,1
14169,7
13630,3
19596,6
2869,6
16631,3
18019,6
34379,5
23058,1
37241,6
15569,1
35077,0
18700,6
35017,9
18574,0
37593,2
7145,6
1618,0
27134,4
10718,7
26715,9
37508,5
5537,5
37867,3
39271,3
9511,8
18163,7
25096,3
31019,7
17112,4
8344,4
37731,8
8982,6
156,7
26077,9
41079,9
4219,9
40392,7
21200,1
7889,6
16816,5
14166,9
12874,8
10489,0
11724,8
39593,7
39207,0
23073,7
13580,0
3379,8
8449,3
28767,5
14027,5
41802,7
11711,8
9521,3
24319,1
15820,6
14456,4
24728,1
24338,5
28012,7
3782,6
34430,6
9758,5
7645,4
6436,5
22287,3
29364,7
36269,4
15691,4
536,2
22384,3
23333,7
25282,0
20306,9
25936,4
17192,0
27969,8
27070,4
8175,0
21643,1
10138,7
8779,8
38134,0
29834,7
279,0
4544,7
37196,1
27026,9
6830,0
18597,2
10845,0
1338,7
18080,5
31628,9
3007,1
23674,6
22437,1
15261,1
19771,9
4042,9
34004,4
2861,7
38033,1
37669,8
7429,2
27749,3
33997,2
11560,6
5828,6
41720,2
28405,9
28872,8
24403,1
39333,6
39917,7
18678,1
20388,7
31601,2
21885,8
28551,6
34775,4
1580,9
4286,4
4329,2
22068,5
34170,4
39889,7
34257,3
5086,4
8943,0
38760,4
953,2
34238,9
7828,2
4843,7
30109,3
41349,2
29539,6
30298,6
25678,2
13111,8
38926,2
14080,1
20495,5
22274,8
27799,0
5426,6
1437,2
336,7
37808,9
15895,7
21766,3
39438,5
28833,4
32882,2
35025,0
20421,4
19058,5
38295,5
15382,9
9872,9
22617,8
17560,9
30460,1
5686,8
16076,1
2809,3
4907,2
25505,7
16696,9
24646,9
29288,8
146,0
19968,7
22649,8
24058,6
29252,6
16651,1
36662,0
35453,3
18196,4
5188,5
22670,2
496,4
28011,1
31299,9
27722,4
434,5
11654,3
10572,5
5420,8
15790,0
9016,8
16230,0
21336,5
36946,5
25682,4
33227,8
15640,9
23471,3
38597,9
19625,6
6035,3
34413,5
12312,1
11187,1
33590,1
34333,2
34493,7
29996,3
15859,4
3835,6
5433,8
35826,3
12630,4
13812,1
39644,2
12707,6
27630,0
4314,0
10742,9
31688,6
1471,1
36262,3
86,9
12981,2
150,3
8030,2
25323,8
35751,1
23441,9
22514,7
40517,1
30535,8
13827,4
39436,1
24190,1
6582,2
35431,4
3153,4
11603,3
9229,6
28711,5
13541,8
37167,6
17913,2
6682,1
1141,0
28249,1
12129,9
26864,3
34811,5
12735,8
40884,7
30970,5
35760,4
25051,6
39919,4
6971,4
32760,0
14364,6
35395,6
10805,1
27661,7
24201,3
41534,6
7471,5
17765,8
26639,2
18168,7
19015,1
37381,4
1973,3
31351,0
41758,5
3372,4
35817,6
23856,8
36816,6
26352,6
6591,8
40967,7
29125,4
38512,3
36015,2
18722,4
10638,2
36506,5
34501,4
29329,8
14249,9
23271,1
39813,0
9803,8
10317,1
4897,3
41728,7
28592,8
5762,8
41895,3
11849,6
35721,7
11030,0
1314,0
33483,2
38489,5
35974,8
10473,5
8194,9
32172,4
32320,0
27895,3
27188,4
41508,0
31999,0
12010,3
8383,4
40746,1
28665,0
37217,1
36627,7
20666,9
23038,6
12938,8
5306,0
27095,3
41206,5
35176,1
35249,7
36626,0
31443,0
23132,6
39328,7
7265,3
3143,0
10859,6
36711,8
1956,8
2327,3
30818,8
36011,4
23432,1
17120,9
27554,9
39753,0
3431,3
30779,2
34500,6
35886,6
508,0
20391,5
14444,9
19504,9
27379,3
21963,1
20835,9
34466,5
8786,3
24918,1
8230,6
8157,3
5372,4
34647,7
4661,9
21375,9
41069,0
41193,1
9502,1
2741,8
5164,2
6425,2
17528,3
4493,0
39386,3
5580,2
41287,1
14692,7
19912,2
39425,1
11751,7
1692,5
38681,8
41270,0
32732,6
1932,0
27429,8
34673,1
21475,8
23103,9
31198,7
13177,9
4427,9
28641,2
34471,4
15299,8
1831,4
31676,8
5633,2
32305,7
23939,2
12067,2
26747,3
38485,0
24107,9
31862,9
14514,1
11404,2
18618,7
18956,7
16577,7
25689,3
1837,8
2299,6
29905,7
13782,7
21398,7
2363,1
26074,6
31712,8
40861,4
30489,2
18277,3
38758,7
8799,9
13973,4
25771,6
2829,2
25248,2
21097,7
33943,6
20325,5
30570,9
32909,7
34352,7
25831,5
40117,0
17400,9
16777,9
25569,6
32684,9
17767,3
9411,6
11159,7
35008,4
18860,0
20999,4
19669,1
12276,4
41253,6
37332,2
8160,7
25896,8
41730,3
2511,4
7360,1
17518,5
19757,7
3299,0
1428,0
17793,0
1189,8
13495,5
17393,7
20818,8
5509,3
37215,3
38504,4
27249,4
7269,6
17305,6
22365,3
19791,4
9768,9
4920,3
37291,4
11620,7
6245,3
15583,6
28671,9
11108,7
20867,1
8138,6
37387,4
18819,1
7353,2
30148,7
12213,5
840,4
31856,3
1182,6
37021,7
5207,0
29897,6
17132,6
38055,2
18619,5
3456,4
8290,6
29463,4
2336,2
17001,4
2821,3
1914,6
40875,9
24104,8
14008,6
37429,8
21476,2
3583,5
19629,0
31321,1
40716,9
23017,1
28308,0
17782,7
15156,7
8092,2
16939,4
3218,6
26937,0
36801,3
32196,8
6871,4
21657,7
2643,9
19146,0
29448,7
12559,2
24050,3
9652,8
20572,0
22481,6
34193,1
28173,7
40254,9
38973,6
4399,4
20278,7
16176,6
12824,9
3236,5
36677,4
8199,5
10426,2
20183,9
18045,4
3639,3
1177,2
18344,0
2107,5
13237,3
7092,0
36522,8
39805,4
5358,5
35070,4
25110,7
36063,6
1892,9
14885,1
12806,7
40059,4
24673,5
22559,8
14345,8
28719,4
34849,6
17758,6
11802,3
7555,4
6498,4
812,2
14372,4
4527,0
15909,2
8300,4
41685,1
17996,2
18491,7
22376,3
18632,6
41104,7
21232,2
2020,1
40614,8
22501,6
9580,1
33972,5
37372,4
8052,1
4752,4
25268,0
25399,0
5513,8
1031,9
33267,6
23495,1
3577,1
28970,0
36497,3
12468,1
37214,3
6494,9
13867,5
12969,6
30052,7
6633,3
24877,9
15004,7
9213,7
22773,1
33837,7
3430,4
36960,4
41511,1
7880,9
36820,7
7478,9
32219,9
9712,1
29751,7
30841,1
10242,0
22492,3
3596,7
5625,9
319,8
38646,4
22396,1
29436,9
32801,8
7971,7
41125,6
13901,7
13984,0
11716,9
766,5
10425,3
31114,2
31000,7
31267,8
15196,1
35654,4
14742,8
26858,3
26391,3
9287,3
41688,5
1654,6
15356,0
31671,4
5972,8
39056,8
39327,4
9394,3
41085,0
39002,7
221,1
18649,6
15865,1
37135,5
28341,6
41735,7
9409,2
11819,2
38182,4
4589,1
22753,4
10937,3
15102,2
8635,3
28531,4
39683,3
9751,9
28179,1
27625,8
2485,5
10294,6
5020,6
4640,7
6714,9
28365,0
21914,6
36676,2
33786,4
16586,5
4104,4
10863,6
7845,9
18627,4
35438,7
34488,4
27170,1
30194,8
6661,5
290,8
18125,9
30647,3
9329,8
2401,8
12690,1
33084,4
27393,8
39784,2
18463,2
40455,0
2026,0
34436,0
6240,8
7855,2
19554,8
13272,7
19553,1
32505,2
12072,7
14178,3
24273,3
38417,4
35484,0
13094,4
41329,8
29789,1
23162,8
17776,8
4684,7
25256,3
39181,3
20803,4
8576,7
27716,7
10776,3
21167,4
25040,7
41551,4
40640,1
29127,1
22772,2
4005,0
8388,4
32983,3
18867,9
27532,7
23330,6
20780,8
7295,8
5896,8
6026,5
10510,8
38814,2
9017,2
38506,4
36350,6
40204,2
22413,1
18329,4
38671,9
1081,5
32367,9
36728,7
1424,9
30826,3
23401,8
3941,1
36451,2
8094,2
24586,1
18501,1
15009,1
31445,0
4041,0
20798,3
29615,3
31531,0
40668,7
22980,5
14583,3
38366,2
31490,0
8956,1
32498,5
13368,4
18385,1
33658,6
11688,7
34254,1
16058,4
38629,3
17681,7
20218,3
11637,5
36904,5
25742,2
25081,7
40253,0
6000,1
36901,4
9348,9
8512,4
32095,7
25526,6
35737,8
12842,4
1823,3
28261,6
23278,7
20610,7
40980,4
32674,6
34841,0
668,7
32322,8
15541,2
27841,9
38313,5
1716,1
34400,1
39115,4
17133,6
7462,8
4838,7
17105,3
4812,0
20994,7
36207,7
27396,1
33909,0
21434,7
21495,3
223,7
2319,8
40788,1
34723,1
30343,8
14857,3
20784,3
31404,1
39236,7
26435,5
25358,3
29627,8
31630,7
19926,1
18696,7
2728,5
12059,4
28054,2
22757,1
15007,9
22275,2
4357,6
3799,5
36152,6
29257,9
9412,0
226,7
35585,1
9772,3
37303,6
37197,4
2645,8
38132,1
24467,1
923,5
21163,4
10206,3
41458,7
36917,9
21089,7
24695,2
33820,5
34097,7
31451,5
27082,0
37631,7
12257,1
22325,4
26795,5
34838,1
23426,3
9880,9
23625,2
9999,9
1321,8
41374,2
4366,6
26447,4
30521,5
26994,5
6648,9
8003,4
19296,6
31886,5
22515,7
25882,4
5017,2
15936,6
3132,3
7716,8
8877,9
8736,7
22269,7
32928,1
30296,9
32215,6
2301,1
29654,8
32113,0
26055,5
3369,6
12963,3
31755,3
11599,5
29218,7
13745,0
21217,6
25528,8
34762,3
29823,2
12187,1
871,7
11872,6
33335,3
35893,8
20720,0
36490,4
18638,7
13296,7
10286,7
1545,2
21063,3
12499,8
23028,4
24444,6
31103,5
34383,9
33363,7
17093,3
802,6
41785,3
34057,5
15695,2
1563,0
1259,0
19005,9
26112,8
14006,6
26572,6
17200,2
16052,0
28093,7
25816,7
17327,6
21731,0
31874,0
27098,6
34750,3
26540,2
33795,7
17707,4
9198,4
22836,2
18005,2
21830,2
32218,0
4957,0
3911,1
25944,8
11877,1
16705,6
38775,4
24434,3
17760,4
25942,0
24144,9
4860,4
11055,5
13006,7
5431,0
17943,2
2258,6
14624,7
39197,5
8211,9
32965,8
34162,1
33248,9
39776,4
33625,8
29753,2
7258,4
1286,2
40190,3
3677,9
13582,8
33818,1
15072,5
41454,5
38754,7
470,3
10575,2
33655,3
28944,6
34868,9
7049,2
13843,3
3822,7
5595,0
17436,4
3556,6
14191,4
5629,4
3225,5
4315,9
41296,4
33136,7
36552,7
10753,5
39625,5
28114,9
1082,9
20059,9
5156,2
30475,0
1203,9
6415,0
4550,4
23645,2
35058,3
20401,6
18879,9
2227,5
28252,4
30635,4
14423,3
33199,6
11352,3
28753,8
16986,2
9936,5
32644,8
22892,5
6927,5
25183,8
9651,0
10560,1
23505,3
3277,4
7840,9
28158,2
12381,8
9734,8
26444,5
21474,9
18671,4
22868,9
30928,6
1621,5
25845,7
3306,3
14300,6
40090,5
21878,5
38007,7
8697,4
40234,3
25865,7
33615,9
33238,0
11738,0
8012,1
19228,1
13599,1
14872,1
16298,4
33792,3
16791,8
23457,2
25211,3
35782,0
34706,3
5129,5
33485,5
29402,7
7315,2
40079,3
38200,2
2518,9
21949,1
6422,0
5366,7
2367,5
39021,6
14073,0
6537,1
2579,8
21108,9
7661,5
25148,2
25705,9
15657,9
9715,7
24778,3
16548,9
2223,4
9036,1
3694,6
37476,6
10999,9
7496,6
40033,6
22780,6
41334,2
32446,6
9886,3
33873,7
38114,3
10582,9
18667,6
20508,1
21634,9
35462,5
31737,4
29852,4
4136,8
11188,8
16684,7
39524,3
31576,5
40265,0
39751,1
12028,2
24691,0
15013,9
35379,7
16151,3
27843,1
13781,7
5418,6
15546,4
593,7
2657,3
21557,3
23262,2
5043,9
35942,8
16787,8
36010,4
39467,7
31215,0
35698,6
11503,2
14867,1
34385,7
8318,2
35769,1
3268,0
4220,6
24060,0
14735,9
19738,3
18827,5
9866,8
28882,1
5804,2
19359,7
38674,9
31236,9
40929,6
33580,3
30771,6
1585,9
6099,7
11541,9
29956,3
18920,0
25938,1
3231,8
3381,7
26556,8
10921,3
26333,3
36835,0
38454,1
37119,1
21734,3
29678,9
14757,1
24222,7
35074,3
142,3
4551,0
10427,6
31825,8
13550,7
28801,2
615,3
17324,3
29191,4
21687,6
35327,6
37542,6
9251,7
26429,9
20672,1
415,4
15377,7
6387,1
40680,2
35755,5
373,0
7490,4
9066,5
2904,3
37142,5
17079,1
8790,8
30816,6
40097,9
34325,4
37753,0
11308,9
17214,0
3362,4
16708,4
23992,1
21721,7
8927,3
25231,9
38995,7
9979,4
26289,1
32900,6
10311,5
29134,8
21544,3
7592,8
8019,2
34525,3
24065,2
16802,0
32096,2
29414,6
39473,6
30919,8
24692,7
10209,9
24044,6
32486,3
15218,8
38957,3
14495,9
5852,5
40257,9
28237,4
9405,5
35701,3
29017,8
24343,8
27004,5
27077,7
21173,6
11534,5
13831,0
29096,1
24331,9
22449,2
34981,3
1795,8
23494,7
30701,2
27325,4
25729,0
8159,8
30672,0
9075,6
1279,9
6301,7
35232,2
20018,9
6902,0
41224,8
17602,3
38301,0
25265,8
1284,2
4588,8
23392,1
4110,1
39508,6
12254,3
22145,7
30247,4
40676,9
1095,8
19394,0
18090,2
38268,9
38549,3
36446,3
28558,7
26489,5
8633,4
11103,0
27896,5
18835,2
10671,3
32916,6
10096,0
35353,2
9890,6
17388,0
1862,9
4962,2
36287,5
30357,0
29271,3
34753,0
23974,8
27336,3
15943,7
22409,8
17497,7
23348,7
940,2
22939,8
15512,2
22252,3
17788,6
31025,5
36653,3
31514,5
33697,3
14232,6
6419,4
7966,1
11756,1
15233,4
35183,0
26379,7
12887,0
39860,4
25439,4
10358,4
17090,8
20797,2
1652,3
41280,0
6647,3
19528,1
10823,7
27724,3
38074,8
8156,4
11414,7
17163,2
36862,1
41391,9
34698,4
25626,7
40218,7
10519,7
31708,6
20142,1
37258,5
7782,3
16728,9
35298,2
25664,9
11377,6
19493,3
141,0
37540,2
20345,2
17483,6
37186,1
40682,0
17387,9
19880,7
8907,4
5051,8
25867,3
32129,5
216,6
38351,8
2454,0
38896,4
41994,4
11409,8
23677,6
15392,3
40515,4
190,2
32819,5
8684,7
26505,1
12958,8
10511,9
10109,8
11866,3
22102,1
31271,7
38219,9
32263,4
5231,7
37083,9
2463,9
18544,1
10196,6
18803,0
25655,8
36133,2
23424,7
26047,6
7224,2
34035,1
37725,4
20925,3
13298,8
27068,6
348,2
37660,7
34148,9
39936,3
11036,1
31867,6
4465,6
17988,0
21273,4
2983,1
7000,4
35898,2
14881,3
4139,7
2109,1
32078,8
41834,0
285,0
37741,6
21977,2
333,3
39565,9
28999,5
1391,6
7087,3
13056,3
21067,9
39672,9
11608,0
562,9
18968,7
36597,4
27190,9
22786,0
14002,0
14828,3
19816,3
4547,5
5386,1
27500,1
15428,3
5350,6
37348,7
40520,2
1475,1
18768,5
38779,7
34940,2
40116,0
28085,8
29974,7
35012,5
33939,0
40683,8
10446,7
1329,9
40345,6
21908,7
9402,1
12954,8
21897,2
30395,9
18518,9
38478,4
36027,1
17689,3
2840,9
32618,9
6034,4
39536,0
40738,5
38685,7
24690,4
25732,7
20296,6
32443,4
5865,0
41230,7
10817,8
21647,3
12161,6
3967,6
36432,4
2269,6
23827,7
31383,5
40038,5
34847,8
33900,4
1814,4
8222,5
36492,2
24223,2
3193,6
39630,9
36081,8
37801,0
23713,1
10152,3
36738,5
9763,8
11510,7
30546,6
15136,0
13104,3
36760,7
7355,5
16419,5
19194,4
3022,8
34,2
37778,0
10383,4
35247,8
37289,6
37892,7
22079,8
17947,1
38208,7
34462,1
28822,7
6482,9
13760,4
1385,0
27788,9
4792,5
35671,3
10229,6
38042,6
32599,1
15645,2
25825,9
29819,8
10602,9
31434,9
40727,7
26914,7
17590,9
18787,6
24225,6
16819,6
35030,0
37130,7
31061,3
31309,6
35643,8
25307,7
12847,0
38468,0
32112,3
11750,5
28942,1
23743,9
12246,1
24882,9
9838,2
24156,7
41644,5
14450,1
14491,9
37326,6
23229,1
23850,9
34642,9
16965,1
37189,2
19297,0
31743,7
3363,0
4725,0
33347,7
31789,3
18458,0
4192,3
19400,6
12118,3
15495,5
15659,0
41157,3
13667,2
9290,5
7307,6
17462,4
28567,7
26578,1
10911,9
22659,2
27183,7
2498,3
9494,8
7344,8
4095,0
36972,7
16374,1
9351,9
28740,8
36638,9
14383,4
5122,8
39855,8
18949,3
35276,7
29607,0
13658,2
6748,1
38419,1
34435,5
21519,3
17711,1
38081,6
22643,7
6032,6
4063,1
9100,5
30026,8
15206,8
32629,9
6555,4
10609,4
13637,5
9459,4
32527,4
17101,9
21761,8
1601,9
12992,7
26847,2
38511,3
25821,1
1231,5
3628,4
39639,8
15057,6
17634,5
18065,1
28714,0
36583,1
36281,7
19626,6
9834,7
33235,7
9841,4
18134,1
37396,0
27826,2
23184,4
34243,1
36895,8
40198,9
4122,2
18927,2
39358,6
12607,9
6514,5
4384,2
8482,5
41489,1
9738,4
27224,3
10098,0
14141,9
38164,0
20270,6
22216,7
40127,6
12432,2
29623,2
21280,2
18239,6
22609,3
22032,5
26588,6
23253,7
18989,1
6047,0
39011,5
30858,4
6973,7
36032,6
14351,5
34442,7
3388,7
9456,4
11717,0
10299,3
40154,6
16472,6
410,2
37438,1
6573,9
26889,3
36745,6
36375,2
37188,0
18937,0
6319,9
8394,7
8990,0
25267,3
11975,6
28269,0
33141,4
15300,9
12282,5
38213,4
31704,1
12769,4
16520,8
21573,6
26216,8
4677,2
7324,4
6527,3
41227,7
19159,0
35011,8
16755,3
2808,5
31153,2
31508,1
41494,4
40591,4
3594,0
15703,7
13734,2
32987,5
22144,2
34298,2
8668,5
16836,8
39412,7
29006,6
16844,2
28639,4
19457,6
29259,9
16694,5
9324,2
29446,7
19930,2
15901,1
12476,3
26708,0
19,5
6978,4
38637,7
10888,2
17121,0
4267,3
18141,4
24299,8
38727,3
21105,3
41973,4
21069,8
25661,3
34214,7
38962,6
18954,8
6512,4
7939,5
22945,1
35430,1
22734,5
15325,3
1219,4
31966,4
3663,9
35970,8
9917,1
4087,7
21842,9
8371,6
39509,0
36777,8
29759,1
16865,9
16991,3
31090,4
19073,0
13122,1
19764,4
6254,7
20307,1
22175,1
33271,6
27455,2
465,2
12870,7
28939,9
857,1
5334,6
9947,8
13315,5
469,9
19512,0
8390,5
18576,5
20130,7
33941,9
19829,4
35169,0
27290,4
35242,7
2314,7
29481,9
14571,6
2779,1
18675,7
37254,4
11431,9
4050,2
19177,4
21981,1
3811,2
11294,2
5876,7
11440,5
23689,3
35287,7
23576,4
19376,9
259,7
35555,4
